relation,relation_label,frequency,count,pct_within_relation,pct_within_class,lift
P426,aircraft registration,A-Month,0,0.0,0.0,0.0
P426,aircraft registration,A-Few-Months,5,10.0,0.1159285879897983,3.5137259448179923
P426,aircraft registration,A-Year,5,10.0,0.014654161781946071,0.4441588511137163
P426,aircraft registration,A-Few-Years,32,64.0,0.04005457435756218,1.214030116033095
P426,aircraft registration,Many-Years,8,16.0,0.02719423482221769,0.8242409409205249
P512,academic degree,A-Day,0,0.0,0.0,0.0
P512,academic degree,A-Few-Days,0,0.0,0.0,0.0
P512,academic degree,A-Week,0,0.0,0.0,0.0
P512,academic degree,A-Few-Weeks,0,0.0,0.0,0.0
P512,academic degree,A-Month,0,0.0,0.0,0.0
P512,academic degree,A-Few-Months,0,0.0,0.0,0.0
P512,academic degree,A-Year,1,2.0408163265306123,0.0029308323563892145,0.09064466349259516
P512,academic degree,A-Few-Years,39,79.59183673469387,0.048816512498278904,1.5097951060360557
P512,academic degree,Many-Years,9,18.367346938775512,0.030593514174994903,0.946194957689378
P140,religion or worldview,A-Day,0,0.0,0.0,0.0
P140,religion or worldview,A-Few-Days,0,0.0,0.0,0.0
P140,religion or worldview,A-Week,0,0.0,0.0,0.0
P140,religion or worldview,A-Few-Weeks,0,0.0,0.0,0.0
P140,religion or worldview,A-Month,0,0.0,0.0,0.0
P140,religion or worldview,A-Few-Months,0,0.0,0.0,0.0
P140,religion or worldview,A-Year,0,0.0,0.0,0.0
P140,religion or worldview,A-Few-Years,7,14.583333333333334,0.008761938140716727,0.27663446654399954
P140,religion or worldview,Many-Years,41,85.41666666666666,0.13937045346386567,4.40024460647676
P8413,academic appointment,A-Day,0,0.0,0.0,0.0
P8413,academic appointment,A-Few-Days,0,0.0,0.0,0.0
P8413,academic appointment,A-Week,0,0.0,0.0,0.0
P8413,academic appointment,A-Few-Weeks,0,0.0,0.0,0.0
P8413,academic appointment,A-Month,0,0.0,0.0,0.0
P8413,academic appointment,A-Few-Months,0,0.0,0.0,0.0
P8413,academic appointment,A-Year,0,0.0,0.0,0.0
P8413,academic appointment,A-Few-Years,42,87.5,0.05257162884430036,1.6598067992639973
P8413,academic appointment,Many-Years,6,12.5,0.020395676116663267,0.64393823509416
P1532,country for sport,A-Day,0,0.0,0.0,0.0
P1532,country for sport,A-Few-Days,0,0.0,0.0,0.0
P1532,country for sport,A-Week,0,0.0,0.0,0.0
P1532,country for sport,A-Few-Weeks,0,0.0,0.0,0.0
P1532,country for sport,A-Month,0,0.0,0.0,0.0
P1532,country for sport,A-Few-Months,0,0.0,0.0,0.0
P1532,country for sport,A-Year,4,8.695652173913043,0.011723329425556858,0.3862250879249707
P1532,country for sport,A-Few-Years,31,67.3913043478261,0.038802868908888365,1.278360516203327
P1532,country for sport,Many-Years,11,23.91304347826087,0.037392072880549326,1.2318818410496974
P2896,publication interval,A-Day,0,0.0,0.0,0.0
P2896,publication interval,A-Few-Days,0,0.0,0.0,0.0
P2896,publication interval,A-Week,0,0.0,0.0,0.0
P2896,publication interval,A-Few-Weeks,0,0.0,0.0,0.0
P2896,publication interval,A-Month,0,0.0,0.0,0.0
P2896,publication interval,A-Few-Months,2,4.444444444444445,0.04637143519591931,1.561655975474663
P2896,publication interval,A-Year,4,8.88888888888889,0.011723329425556858,0.3948078676566367
P2896,publication interval,A-Few-Years,16,35.55555555555556,0.02002728717878109,0.6744611755739417
P2896,publication interval,Many-Years,23,51.11111111111111,0.07818342511387585,2.632991894607232
P611,religious order,A-Day,0,0.0,0.0,0.0
P611,religious order,A-Few-Days,0,0.0,0.0,0.0
P611,religious order,A-Week,0,0.0,0.0,0.0
P611,religious order,A-Few-Weeks,0,0.0,0.0,0.0
P611,religious order,A-Month,0,0.0,0.0,0.0
P611,religious order,A-Few-Months,0,0.0,0.0,0.0
P611,religious order,A-Year,0,0.0,0.0,0.0
P611,religious order,A-Few-Years,2,4.761904761904762,0.002503410897347636,0.09032962172865291
P611,religious order,Many-Years,40,95.23809523809523,0.13597117411108844,4.906196076907886
P3300,musical conductor,A-Day,0,0.0,0.0,0.0
P3300,musical conductor,A-Few-Days,0,0.0,0.0,0.0
P3300,musical conductor,A-Week,0,0.0,0.0,0.0
P3300,musical conductor,A-Few-Weeks,0,0.0,0.0,0.0
P3300,musical conductor,A-Month,0,0.0,0.0,0.0
P3300,musical conductor,A-Few-Months,0,0.0,0.0,0.0
P3300,musical conductor,A-Year,0,0.0,0.0,0.0
P3300,musical conductor,A-Few-Years,25,59.523809523809526,0.03129263621684545,1.1291202716081614
P3300,musical conductor,Many-Years,17,40.476190476190474,0.05778774899721259,2.0851333326858517
P945,allegiance,A-Day,0,0.0,0.0,0.0
P945,allegiance,A-Few-Days,0,0.0,0.0,0.0
P945,allegiance,A-Week,0,0.0,0.0,0.0
P945,allegiance,A-Few-Weeks,0,0.0,0.0,0.0
P945,allegiance,A-Month,0,0.0,0.0,0.0
P945,allegiance,A-Few-Months,0,0.0,0.0,0.0
P945,allegiance,A-Year,1,2.4390243902439024,0.0029308323563892145,0.10833142710090643
P945,allegiance,A-Few-Years,18,43.90243902439025,0.022530698076128723,0.8327950491080683
P945,allegiance,Many-Years,22,53.65853658536586,0.07478414576109865,2.7642226677212722
P1114,quantity,A-Day,0,0.0,0.0,0.0
P1114,quantity,A-Few-Days,0,0.0,0.0,0.0
P1114,quantity,A-Week,0,0.0,0.0,0.0
P1114,quantity,A-Few-Weeks,0,0.0,0.0,0.0
P1114,quantity,A-Month,0,0.0,0.0,0.0
P1114,quantity,A-Few-Months,1,2.5,0.023185717597959656,0.8784314862044981
P1114,quantity,A-Year,2,5.0,0.005861664712778429,0.22207942555685814
P1114,quantity,A-Few-Years,16,40.0,0.02002728717878109,0.7587688225206844
P1114,quantity,Many-Years,21,52.5,0.07138486640832144,2.704540587395472
P97,noble title,A-Day,0,0.0,0.0,0.0
P97,noble title,A-Few-Days,0,0.0,0.0,0.0
P97,noble title,A-Week,0,0.0,0.0,0.0
P97,noble title,A-Few-Weeks,0,0.0,0.0,0.0
P97,noble title,A-Month,0,0.0,0.0,0.0
P97,noble title,A-Few-Months,0,0.0,0.0,0.0
P97,noble title,A-Year,0,0.0,0.0,0.0
P97,noble title,A-Few-Years,9,25.0,0.011265349038064362,0.4742305140754277
P97,noble title,Many-Years,27,75.0,0.0917805425249847,3.8636294105649602
P119,place of burial,A-Day,0,0.0,0.0,0.0
P119,place of burial,A-Few-Days,0,0.0,0.0,0.0
P119,place of burial,A-Week,0,0.0,0.0,0.0
P119,place of burial,A-Few-Weeks,0,0.0,0.0,0.0
P119,place of burial,A-Month,0,0.0,0.0,0.0
P119,place of burial,A-Few-Months,0,0.0,0.0,0.0
P119,place of burial,A-Year,0,0.0,0.0,0.0
P119,place of burial,A-Few-Years,0,0.0,0.0,0.0
P119,place of burial,Many-Years,35,100.0,0.1189747773472024,5.15150588075328
P859,sponsor,A-Day,0,0.0,0.0,0.0
P859,sponsor,A-Few-Days,0,0.0,0.0,0.0
P859,sponsor,A-Week,0,0.0,0.0,0.0
P859,sponsor,A-Few-Weeks,0,0.0,0.0,0.0
P859,sponsor,A-Month,0,0.0,0.0,0.0
P859,sponsor,A-Few-Months,0,0.0,0.0,0.0
P859,sponsor,A-Year,2,5.714285714285714,0.005861664712778429,0.25380505777926643
P859,sponsor,A-Few-Years,26,74.28571428571429,0.03254434166551927,1.4091420989669856
P859,sponsor,Many-Years,7,20.0,0.02379495546944048,1.030301176150656
P1342,number of seats,A-Day,0,0.0,0.0,0.0
P1342,number of seats,A-Few-Days,0,0.0,0.0,0.0
P1342,number of seats,A-Week,0,0.0,0.0,0.0
P1342,number of seats,A-Few-Weeks,0,0.0,0.0,0.0
P1342,number of seats,A-Month,0,0.0,0.0,0.0
P1342,number of seats,A-Few-Months,0,0.0,0.0,0.0
P1342,number of seats,A-Year,0,0.0,0.0,0.0
P1342,number of seats,A-Few-Years,18,52.94117647058824,0.022530698076128723,1.0042528533362
P1342,number of seats,Many-Years,16,47.05882352941176,0.05438846964443538,2.4242380615309553
P559,terminus,A-Day,0,0.0,0.0,0.0
P559,terminus,A-Few-Days,0,0.0,0.0,0.0
P559,terminus,A-Week,0,0.0,0.0,0.0
P559,terminus,A-Few-Weeks,0,0.0,0.0,0.0
P559,terminus,A-Month,0,0.0,0.0,0.0
P559,terminus,A-Few-Months,0,0.0,0.0,0.0
P559,terminus,A-Year,3,9.090909090909092,0.008792497069167644,0.4037807737397421
P559,terminus,A-Few-Years,21,63.63636363636363,0.02628581442215018,1.2071322176465435
P559,terminus,Many-Years,9,27.27272727272727,0.030593514174994903,1.4049561492963492
P2317,call sign,A-Day,0,0.0,0.0,0.0
P2317,call sign,A-Few-Days,0,0.0,0.0,0.0
P2317,call sign,A-Week,0,0.0,0.0,0.0
P2317,call sign,A-Few-Weeks,0,0.0,0.0,0.0
P2317,call sign,A-Month,0,0.0,0.0,0.0
P2317,call sign,A-Few-Months,0,0.0,0.0,0.0
P2317,call sign,A-Year,0,0.0,0.0,0.0
P2317,call sign,A-Few-Years,16,48.484848484848484,0.02002728717878109,0.9197197848735569
P2317,call sign,Many-Years,17,51.515151515151516,0.05778774899721259,2.653806059781993
P708,diocese,A-Day,0,0.0,0.0,0.0
P708,diocese,A-Few-Days,0,0.0,0.0,0.0
P708,diocese,A-Week,0,0.0,0.0,0.0
P708,diocese,A-Few-Weeks,0,0.0,0.0,0.0
P708,diocese,A-Month,0,0.0,0.0,0.0
P708,diocese,A-Few-Months,0,0.0,0.0,0.0
P708,diocese,A-Year,0,0.0,0.0,0.0
P708,diocese,A-Few-Years,4,12.5,0.005006821794695272,0.23711525703771388
P708,diocese,Many-Years,28,87.5,0.09517982187776192,4.50756764565912
P1344,participant in,A-Day,0,0.0,0.0,0.0
P1344,participant in,A-Few-Days,0,0.0,0.0,0.0
P1344,participant in,A-Week,0,0.0,0.0,0.0
P1344,participant in,A-Few-Weeks,0,0.0,0.0,0.0
P1344,participant in,A-Month,0,0.0,0.0,0.0
P1344,participant in,A-Few-Months,10,31.25,0.2318571759795966,10.980393577556226
P1344,participant in,A-Year,6,18.75,0.017584994138335287,0.8327978458382181
P1344,participant in,A-Few-Years,14,43.75,0.017523876281433454,0.8299033996319987
P1344,participant in,Many-Years,2,6.25,0.006798558705554423,0.32196911754708
P126,maintained by,A-Day,0,0.0,0.0,0.0
P126,maintained by,A-Few-Days,0,0.0,0.0,0.0
P126,maintained by,A-Week,0,0.0,0.0,0.0
P126,maintained by,A-Few-Weeks,0,0.0,0.0,0.0
P126,maintained by,A-Month,0,0.0,0.0,0.0
P126,maintained by,A-Few-Months,0,0.0,0.0,0.0
P126,maintained by,A-Year,1,3.225806451612903,0.0029308323563892145,0.14327704874636008
P126,maintained by,A-Few-Years,9,29.03225806451613,0.011265349038064362,0.5507193066682387
P126,maintained by,Many-Years,21,67.74193548387096,0.07138486640832144,3.489729790187706
P1083,maximum capacity,A-Day,0,0.0,0.0,0.0
P1083,maximum capacity,A-Few-Days,0,0.0,0.0,0.0
P1083,maximum capacity,A-Week,0,0.0,0.0,0.0
P1083,maximum capacity,A-Few-Weeks,0,0.0,0.0,0.0
P1083,maximum capacity,A-Month,0,0.0,0.0,0.0
P1083,maximum capacity,A-Few-Months,1,3.225806451612903,0.023185717597959656,1.1334599821993523
P1083,maximum capacity,A-Year,0,0.0,0.0,0.0
P1083,maximum capacity,A-Few-Years,9,29.03225806451613,0.011265349038064362,0.5507193066682387
P1083,maximum capacity,Many-Years,21,67.74193548387096,0.07138486640832144,3.489729790187706
P582,end time,A-Day,0,0.0,0.0,0.0
P582,end time,A-Few-Days,2,6.896551724137931,0.4016064257028112,20.986982412408253
P582,end time,A-Week,17,58.620689655172406,2.992957746478873,156.40474745021857
P582,end time,A-Few-Weeks,10,34.48275862068966,0.8650519031141869,45.205524400429546
P582,end time,A-Month,0,0.0,0.0,0.0
P582,end time,A-Few-Months,0,0.0,0.0,0.0
P582,end time,A-Year,0,0.0,0.0,0.0
P582,end time,A-Few-Years,0,0.0,0.0,0.0
P582,end time,Many-Years,0,0.0,0.0,0.0
P1435,heritage designation,A-Day,0,0.0,0.0,0.0
P1435,heritage designation,A-Few-Days,0,0.0,0.0,0.0
P1435,heritage designation,A-Week,0,0.0,0.0,0.0
P1435,heritage designation,A-Few-Weeks,0,0.0,0.0,0.0
P1435,heritage designation,A-Month,0,0.0,0.0,0.0
P1435,heritage designation,A-Few-Months,0,0.0,0.0,0.0
P1435,heritage designation,A-Year,0,0.0,0.0,0.0
P1435,heritage designation,A-Few-Years,6,20.689655172413794,0.007510232692042909,0.39246663233828505
P1435,heritage designation,Many-Years,23,79.3103448275862,0.07818342511387585,4.085677077838809
P8247,nominal share capital,A-Day,0,0.0,0.0,0.0
P8247,nominal share capital,A-Few-Days,0,0.0,0.0,0.0
P8247,nominal share capital,A-Week,0,0.0,0.0,0.0
P8247,nominal share capital,A-Few-Weeks,0,0.0,0.0,0.0
P8247,nominal share capital,A-Month,2,6.896551724137931,0.12795905310300704,6.6868312484832435
P8247,nominal share capital,A-Few-Months,3,10.344827586206897,0.06955715279387896,3.634888908432406
P8247,nominal share capital,A-Year,2,6.896551724137931,0.005861664712778429,0.3063164490439423
P8247,nominal share capital,A-Few-Years,17,58.620689655172406,0.021278992627454908,1.111988791625141
P8247,nominal share capital,Many-Years,5,17.24137931034483,0.016996396763886056,0.8881906690953931
P210,party chief representative,A-Day,0,0.0,0.0,0.0
P210,party chief representative,A-Few-Days,0,0.0,0.0,0.0
P210,party chief representative,A-Week,0,0.0,0.0,0.0
P210,party chief representative,A-Few-Weeks,0,0.0,0.0,0.0
P210,party chief representative,A-Month,0,0.0,0.0,0.0
P210,party chief representative,A-Few-Months,1,3.571428571428571,0.023185717597959656,1.254902123149283
P210,party chief representative,A-Year,4,14.285714285714285,0.011723329425556858,0.6345126444481661
P210,party chief representative,A-Few-Years,20,71.42857142857143,0.02503410897347636,1.3549443259297937
P210,party chief representative,Many-Years,3,10.714285714285714,0.010197838058331634,0.5519470586521371
P511,honorific prefix,A-Day,0,0.0,0.0,0.0
P511,honorific prefix,A-Few-Days,0,0.0,0.0,0.0
P511,honorific prefix,A-Week,0,0.0,0.0,0.0
P511,honorific prefix,A-Few-Weeks,0,0.0,0.0,0.0
P511,honorific prefix,A-Month,0,0.0,0.0,0.0
P511,honorific prefix,A-Few-Months,0,0.0,0.0,0.0
P511,honorific prefix,A-Year,0,0.0,0.0,0.0
P511,honorific prefix,A-Few-Years,5,17.857142857142858,0.00625852724336909,0.33873608148244844
P511,honorific prefix,Many-Years,23,82.14285714285714,0.07818342511387585,4.231594116333052
P1001,applies to jurisdiction,A-Day,0,0.0,0.0,0.0
P1001,applies to jurisdiction,A-Few-Days,0,0.0,0.0,0.0
P1001,applies to jurisdiction,A-Week,0,0.0,0.0,0.0
P1001,applies to jurisdiction,A-Few-Weeks,0,0.0,0.0,0.0
P1001,applies to jurisdiction,A-Month,0,0.0,0.0,0.0
P1001,applies to jurisdiction,A-Few-Months,1,3.571428571428571,0.023185717597959656,1.254902123149283
P1001,applies to jurisdiction,A-Year,0,0.0,0.0,0.0
P1001,applies to jurisdiction,A-Few-Years,2,7.142857142857142,0.002503410897347636,0.13549443259297936
P1001,applies to jurisdiction,Many-Years,25,89.28571428571429,0.08498198381943028,4.599558822101143
P504,shipping port,A-Day,0,0.0,0.0,0.0
P504,shipping port,A-Few-Days,0,0.0,0.0,0.0
P504,shipping port,A-Week,0,0.0,0.0,0.0
P504,shipping port,A-Few-Weeks,0,0.0,0.0,0.0
P504,shipping port,A-Month,0,0.0,0.0,0.0
P504,shipping port,A-Few-Months,2,7.4074074074074066,0.04637143519591931,2.602759959124439
P504,shipping port,A-Year,4,14.814814814814813,0.011723329425556858,0.6580131127610612
P504,shipping port,A-Few-Years,11,40.74074074074074,0.013768759935412,0.7728200970118082
P504,shipping port,Many-Years,10,37.03703703703704,0.03399279352777211,1.9079651410197334
P505,general manager,A-Day,0,0.0,0.0,0.0
P505,general manager,A-Few-Days,0,0.0,0.0,0.0
P505,general manager,A-Week,0,0.0,0.0,0.0
P505,general manager,A-Few-Weeks,0,0.0,0.0,0.0
P505,general manager,A-Month,0,0.0,0.0,0.0
P505,general manager,A-Few-Months,0,0.0,0.0,0.0
P505,general manager,A-Year,8,29.629629629629626,0.023446658851113716,1.3160262255221225
P505,general manager,A-Few-Years,18,66.66666666666666,0.022530698076128723,1.2646147042011406
P505,general manager,Many-Years,1,3.7037037037037033,0.0033992793527772114,0.19079651410197332
P607,participated in conflict,A-Day,0,0.0,0.0,0.0
P607,participated in conflict,A-Few-Days,0,0.0,0.0,0.0
P607,participated in conflict,A-Week,0,0.0,0.0,0.0
P607,participated in conflict,A-Few-Weeks,0,0.0,0.0,0.0
P607,participated in conflict,A-Month,0,0.0,0.0,0.0
P607,participated in conflict,A-Few-Months,1,3.7037037037037033,0.023185717597959656,1.3013799795622194
P607,participated in conflict,A-Year,1,3.7037037037037033,0.0029308323563892145,0.1645032781902653
P607,participated in conflict,A-Few-Years,16,59.25925925925925,0.02002728717878109,1.1241019592899029
P607,participated in conflict,Many-Years,9,33.33333333333333,0.030593514174994903,1.71716862691776
P12363,clerked for,A-Day,0,0.0,0.0,0.0
P12363,clerked for,A-Few-Days,0,0.0,0.0,0.0
P12363,clerked for,A-Week,0,0.0,0.0,0.0
P12363,clerked for,A-Few-Weeks,0,0.0,0.0,0.0
P12363,clerked for,A-Month,0,0.0,0.0,0.0
P12363,clerked for,A-Few-Months,0,0.0,0.0,0.0
P12363,clerked for,A-Year,23,85.18518518518519,0.06740914419695195,3.783575398376102
P12363,clerked for,A-Few-Years,4,14.814814814814813,0.005006821794695272,0.2810254898224757
P12363,clerked for,Many-Years,0,0.0,0.0,0.0
P915,filming location,A-Day,1,4.0,5.0,303.094
P915,filming location,A-Few-Days,8,32.0,1.6064257028112447,97.3795983935743
P915,filming location,A-Week,2,8.0,0.35211267605633806,21.344647887323944
P915,filming location,A-Few-Weeks,1,4.0,0.08650519031141869,5.243840830449827
P915,filming location,A-Month,0,0.0,0.0,0.0
P915,filming location,A-Few-Months,0,0.0,0.0,0.0
P915,filming location,A-Year,2,8.0,0.005861664712778429,0.35532708089097303
P915,filming location,A-Few-Years,6,24.0,0.007510232692042909,0.4552612935124107
P915,filming location,Many-Years,5,20.0,0.016996396763886056,1.0303011761506562
P800,notable work,A-Day,0,0.0,0.0,0.0
P800,notable work,A-Few-Days,0,0.0,0.0,0.0
P800,notable work,A-Week,0,0.0,0.0,0.0
P800,notable work,A-Few-Weeks,0,0.0,0.0,0.0
P800,notable work,A-Month,0,0.0,0.0,0.0
P800,notable work,A-Few-Months,0,0.0,0.0,0.0
P800,notable work,A-Year,0,0.0,0.0,0.0
P800,notable work,A-Few-Years,18,75.0,0.022530698076128723,1.4226915422262834
P800,notable work,Many-Years,6,25.0,0.020395676116663267,1.28787647018832
P38,currency,A-Day,0,0.0,0.0,0.0
P38,currency,A-Few-Days,0,0.0,0.0,0.0
P38,currency,A-Week,0,0.0,0.0,0.0
P38,currency,A-Few-Weeks,0,0.0,0.0,0.0
P38,currency,A-Month,0,0.0,0.0,0.0
P38,currency,A-Few-Months,0,0.0,0.0,0.0
P38,currency,A-Year,0,0.0,0.0,0.0
P38,currency,A-Few-Years,4,17.391304347826086,0.005006821794695272,0.3298994880524715
P38,currency,Many-Years,19,82.6086956521739,0.06458630770276702,4.255591814535318
P2046,area,A-Day,0,0.0,0.0,0.0
P2046,area,A-Few-Days,0,0.0,0.0,0.0
P2046,area,A-Week,0,0.0,0.0,0.0
P2046,area,A-Few-Weeks,0,0.0,0.0,0.0
P2046,area,A-Month,0,0.0,0.0,0.0
P2046,area,A-Few-Months,0,0.0,0.0,0.0
P2046,area,A-Year,1,4.3478260869565215,0.0029308323563892145,0.19311254396248534
P2046,area,A-Few-Years,11,47.82608695652174,0.013768759935412,0.9072235921442966
P2046,area,Many-Years,11,47.82608695652174,0.037392072880549326,2.463763682099395
P2868,subject has role,A-Day,0,0.0,0.0,0.0
P2868,subject has role,A-Few-Days,0,0.0,0.0,0.0
P2868,subject has role,A-Week,0,0.0,0.0,0.0
P2868,subject has role,A-Few-Weeks,0,0.0,0.0,0.0
P2868,subject has role,A-Month,0,0.0,0.0,0.0
P2868,subject has role,A-Few-Months,0,0.0,0.0,0.0
P2868,subject has role,A-Year,0,0.0,0.0,0.0
P2868,subject has role,A-Few-Years,14,60.86956521739131,0.017523876281433454,1.1546482081836502
P2868,subject has role,Many-Years,9,39.130434782608695,0.030593514174994903,2.015806648990414
P742,pseudonym,A-Day,0,0.0,0.0,0.0
P742,pseudonym,A-Few-Days,0,0.0,0.0,0.0
P742,pseudonym,A-Week,0,0.0,0.0,0.0
P742,pseudonym,A-Few-Weeks,0,0.0,0.0,0.0
P742,pseudonym,A-Month,0,0.0,0.0,0.0
P742,pseudonym,A-Few-Months,0,0.0,0.0,0.0
P742,pseudonym,A-Year,0,0.0,0.0,0.0
P742,pseudonym,A-Few-Years,11,50.0,0.013768759935412,0.9484610281508555
P742,pseudonym,Many-Years,11,50.0,0.037392072880549326,2.57575294037664
P3983,sports league level,A-Day,0,0.0,0.0,0.0
P3983,sports league level,A-Few-Days,0,0.0,0.0,0.0
P3983,sports league level,A-Week,0,0.0,0.0,0.0
P3983,sports league level,A-Few-Weeks,0,0.0,0.0,0.0
P3983,sports league level,A-Month,0,0.0,0.0,0.0
P3983,sports league level,A-Few-Months,0,0.0,0.0,0.0
P3983,sports league level,A-Year,0,0.0,0.0,0.0
P3983,sports league level,A-Few-Years,2,9.090909090909092,0.002503410897347636,0.1724474596637919
P3983,sports league level,Many-Years,20,90.9090909090909,0.06798558705554422,4.683187164321164
P1030,light characteristic,A-Day,0,0.0,0.0,0.0
P1030,light characteristic,A-Few-Days,0,0.0,0.0,0.0
P1030,light characteristic,A-Week,0,0.0,0.0,0.0
P1030,light characteristic,A-Few-Weeks,0,0.0,0.0,0.0
P1030,light characteristic,A-Month,0,0.0,0.0,0.0
P1030,light characteristic,A-Few-Months,1,4.761904761904762,0.023185717597959656,1.6732028308657105
P1030,light characteristic,A-Year,0,0.0,0.0,0.0
P1030,light characteristic,A-Few-Years,8,38.095238095238095,0.010013643589390544,0.7226369738292233
P1030,light characteristic,Many-Years,12,57.14285714285714,0.040791352233326535,2.943717646144732
P3460,colonel-in-chief,A-Day,0,0.0,0.0,0.0
P3460,colonel-in-chief,A-Few-Days,0,0.0,0.0,0.0
P3460,colonel-in-chief,A-Week,0,0.0,0.0,0.0
P3460,colonel-in-chief,A-Few-Weeks,0,0.0,0.0,0.0
P3460,colonel-in-chief,A-Month,0,0.0,0.0,0.0
P3460,colonel-in-chief,A-Few-Months,0,0.0,0.0,0.0
P3460,colonel-in-chief,A-Year,0,0.0,0.0,0.0
P3460,colonel-in-chief,A-Few-Years,2,9.523809523809524,0.002503410897347636,0.18065924345730583
P3460,colonel-in-chief,Many-Years,19,90.47619047619048,0.06458630770276702,4.660886273062492
P7938,associated electoral district,A-Day,0,0.0,0.0,0.0
P7938,associated electoral district,A-Few-Days,0,0.0,0.0,0.0
P7938,associated electoral district,A-Week,0,0.0,0.0,0.0
P7938,associated electoral district,A-Few-Weeks,0,0.0,0.0,0.0
P7938,associated electoral district,A-Month,0,0.0,0.0,0.0
P7938,associated electoral district,A-Few-Months,0,0.0,0.0,0.0
P7938,associated electoral district,A-Year,0,0.0,0.0,0.0
P7938,associated electoral district,A-Few-Years,3,15.789473684210526,0.0037551163460214543,0.29951400888974383
P7938,associated electoral district,Many-Years,16,84.21052631578947,0.05438846964443538,4.3381102153711835
P831,parent club,A-Day,0,0.0,0.0,0.0
P831,parent club,A-Few-Days,0,0.0,0.0,0.0
P831,parent club,A-Week,0,0.0,0.0,0.0
P831,parent club,A-Few-Weeks,0,0.0,0.0,0.0
P831,parent club,A-Month,0,0.0,0.0,0.0
P831,parent club,A-Few-Months,0,0.0,0.0,0.0
P831,parent club,A-Year,0,0.0,0.0,0.0
P831,parent club,A-Few-Years,14,77.77777777777779,0.017523876281433454,1.4753838215679973
P831,parent club,Many-Years,4,22.22222222222222,0.013597117411108845,1.14477908461184
P1875,represented by,A-Day,0,0.0,0.0,0.0
P1875,represented by,A-Few-Days,0,0.0,0.0,0.0
P1875,represented by,A-Week,0,0.0,0.0,0.0
P1875,represented by,A-Few-Weeks,0,0.0,0.0,0.0
P1875,represented by,A-Month,0,0.0,0.0,0.0
P1875,represented by,A-Few-Months,0,0.0,0.0,0.0
P1875,represented by,A-Year,1,5.555555555555555,0.0029308323563892145,0.24675491728539795
P1875,represented by,A-Few-Years,13,72.22222222222221,0.016272170832759635,1.369999262884569
P1875,represented by,Many-Years,4,22.22222222222222,0.013597117411108845,1.14477908461184
P2388,position held by head of the organization,A-Day,0,0.0,0.0,0.0
P2388,position held by head of the organization,A-Few-Days,0,0.0,0.0,0.0
P2388,position held by head of the organization,A-Week,0,0.0,0.0,0.0
P2388,position held by head of the organization,A-Few-Weeks,0,0.0,0.0,0.0
P2388,position held by head of the organization,A-Month,0,0.0,0.0,0.0
P2388,position held by head of the organization,A-Few-Months,0,0.0,0.0,0.0
P2388,position held by head of the organization,A-Year,0,0.0,0.0,0.0
P2388,position held by head of the organization,A-Few-Years,6,33.33333333333333,0.007510232692042909,0.6323073521005703
P2388,position held by head of the organization,Many-Years,12,66.66666666666666,0.040791352233326535,3.43433725383552
P84,architect,A-Day,0,0.0,0.0,0.0
P84,architect,A-Few-Days,0,0.0,0.0,0.0
P84,architect,A-Week,0,0.0,0.0,0.0
P84,architect,A-Few-Weeks,0,0.0,0.0,0.0
P84,architect,A-Month,0,0.0,0.0,0.0
P84,architect,A-Few-Months,0,0.0,0.0,0.0
P84,architect,A-Year,0,0.0,0.0,0.0
P84,architect,A-Few-Years,5,29.411764705882355,0.00625852724336909,0.5579182518534445
P84,architect,Many-Years,12,70.58823529411765,0.040791352233326535,3.6363570922964334
P634,team captain,A-Day,0,0.0,0.0,0.0
P634,team captain,A-Few-Days,0,0.0,0.0,0.0
P634,team captain,A-Week,0,0.0,0.0,0.0
P634,team captain,A-Few-Weeks,0,0.0,0.0,0.0
P634,team captain,A-Month,0,0.0,0.0,0.0
P634,team captain,A-Few-Months,0,0.0,0.0,0.0
P634,team captain,A-Year,4,23.52941176470588,0.011723329425556858,1.0450796496793324
P634,team captain,A-Few-Years,13,76.47058823529412,0.016272170832759635,1.4505874548189557
P634,team captain,Many-Years,0,0.0,0.0,0.0
P1027,conferred by,A-Day,0,0.0,0.0,0.0
P1027,conferred by,A-Few-Days,0,0.0,0.0,0.0
P1027,conferred by,A-Week,0,0.0,0.0,0.0
P1027,conferred by,A-Few-Weeks,0,0.0,0.0,0.0
P1027,conferred by,A-Month,0,0.0,0.0,0.0
P1027,conferred by,A-Few-Months,0,0.0,0.0,0.0
P1027,conferred by,A-Year,0,0.0,0.0,0.0
P1027,conferred by,A-Few-Years,9,52.94117647058824,0.011265349038064362,1.0042528533362
P1027,conferred by,Many-Years,8,47.05882352941176,0.02719423482221769,2.4242380615309553
P3320,board member,A-Day,0,0.0,0.0,0.0
P3320,board member,A-Few-Days,0,0.0,0.0,0.0
P3320,board member,A-Week,0,0.0,0.0,0.0
P3320,board member,A-Few-Weeks,0,0.0,0.0,0.0
P3320,board member,A-Month,0,0.0,0.0,0.0
P3320,board member,A-Few-Months,0,0.0,0.0,0.0
P3320,board member,A-Year,0,0.0,0.0,0.0
P3320,board member,A-Few-Years,9,52.94117647058824,0.011265349038064362,1.0042528533362
P3320,board member,Many-Years,8,47.05882352941176,0.02719423482221769,2.4242380615309553
P237,coat of arms,A-Day,0,0.0,0.0,0.0
